# =============================================================================
# Vardholm — English string table (authoring copy).
#
# Format: key,value. One row per string. Whole-line "#" comments and blank lines
# are ignored by ForgottenIsle.Core.Data.CsvTableParser. A value containing a
# comma, a quote or a newline must be wrapped in double quotes, and a literal
# quote inside a quoted value is doubled ("").
#
# THIS FILE IS THE AUTHORING COPY. The Editor reads it directly from
# Assets/Localization/en.csv, but a PLAYER BUILD reads
# Assets/Resources/Localization/en.csv — Unity only serves Resources.Load from a
# folder literally named Resources. The two must stay identical. After editing
# this file run, from the project root:
#
#     cp Assets/Localization/en.csv Assets/Resources/Localization/en.csv
#
# ci/validate-structure.py fails the build if the two files are not
# byte-identical, and the EditMode test EveryKeyReferencedInCode_ExistsIn_en_csv
# fails if any LocKey literal under Assets/Scripts has no row in the Resources
# copy. Neither is a style check: both failure modes ship #the.key# to a player.
#
# A key that is missing here renders in game as #the.key# — never as blank text.
# That marker is the intended failure mode; do not "fix" it by hardcoding a
# string in a screen. Add the row here instead.
#
# Key shape: <area>.<screen-or-subject>.<thing>. Areas in use:
#   ui.*     player-facing chrome        zone.*   zone display names
#   act.*    act display names           game.*   product-level strings
#   err.*    failure messages surfaced from ResultCode
# =============================================================================

# -----------------------------------------------------------------------------
# Product
# -----------------------------------------------------------------------------
item.dead_torch,Dead Torch
item.copper_spring,Copper Spring
narration.item.dead_torch,"A rubber hand-torch, hung on the nail with the tags. Dead, but heavy: the cells are still in it. Somebody kept it for parts."
interactable.radio_set,Marine Radio
interact.tune,TUNE
ui.radio.close,Put down
ui.radio.mic,PRESS TO TALK
ui.radio.fine,FINE
ui.radio.unit,MHz
ui.radio.station.hull_thump,The hull
ui.radio.station.bulletin,Weather bulletin — Portuguese
ui.radio.station.the_voice,A voice
ui.radio.station.something,Something in there
narration.radio.found,"A radio. Cream and black, phenolic knobs, an analogue dial behind scratched perspex. It is clean. Somebody wiped it. There is a row of brass tags on nails beside it, and the newest is dated three weeks ago."
narration.radio.fault.power,"The battery bay is empty and clean. No corrosion. It was emptied on purpose, for storage — that is what you do if you are keeping gear alive for decades."
narration.radio.fault.contacts,"Green bloom on the spring terminals. That is not dirt. That is a bad connection."
narration.radio.fault.fuse,"The fuse holder is empty. Somebody pulled a dead one and never had a spare. Open circuit somewhere."
narration.radio.fixed.power,"The torch comes apart in my hands. Two D-cells, still holding something. They go into the bay. And on the inside of the battery door, scratched with a knife point, not stamped: IF YOU ARE READING THIS I AM PROBABLY DEAD. THE SET WORKS. THE ISLAND DOESN'T. — T.R."
narration.radio.fixed.power_recorder,"The recorder's cells. Nine per cent, dry, warm. They fit. The recorder goes dark. On the inside of the battery door, scratched with a knife point: IF YOU ARE READING THIS I AM PROBABLY DEAD. THE SET WORKS. THE ISLAND DOESN'T. — T.R."
narration.radio.fixed.contacts,"Scrape, and the bloom comes away. Bright metal under it. That is a connection again."
narration.radio.fixed.fuse,"The torch's spring, bent across the holder. That is not a fuse. That is a decision to trust the wiring."
narration.radio.working,"A click, heavy, phenolic. The dial lamp comes up amber behind the perspex. Then hiss — wide, loud, filling everything. The needle sits mid-band, on nothing."
narration.radio.list,"Taped under the carry handle, out of the weather, in a small tidy hand: 2182. 4125. 6215. 8291. 12510. And one more, written smaller, no unit: 5 2 4 0."
narration.radio.hull_thump,"A slow, hollow thump. Eleven minutes apart, if I had to guess. That is not radio. That is the hull. The hull is doing that."
narration.radio.bulletin,"Portuguese. A weather bulletin, read flat, for a sea area nine hundred kilometres from here. The set works. Nobody is looking."
narration.radio.the_voice,"The grass parts around one hard line. The hiss ducks. A woman's voice, close, unhurried, slightly hoarse — reading a list aloud because there is no one to read it to."
narration.radio.transmission.1,"...tide table corrected for the twelfth. Gate two, ballast at four. Gate three, ballast at four. Gate four is stiff again, I'll get to it."
narration.radio.transmission.2,"Lantern seven replaced. Bridge two re-roped — new line, the hemp, not the steel. Steel's gone at the eye."
narration.radio.transmission.3,"Day eleven thousand, five hundred and ninety-one."
narration.radio.transmission.4,"No vessel."
narration.radio.transmission.5,"The carrier stays open. Four full seconds. She is still there, not speaking. Then a click, and the hiss comes back."
narration.radio.after.1,"Eleven thousand, five hundred and ninety-one days. That's thirty-one years. Thirty-one years and eight months."
narration.radio.after.2,"She's on a schedule. She's reading a list. She said 'no vessel' like she says it every day."
narration.radio.after.3,"And that signal was strong. That was a local carrier. She's not far away, and she's not on a boat, and she's been here since I was ten years old."
narration.radio.after.4,"Doing what?"
narration.radio.decision.recorded,"The recorder. Dry, warm, nine per cent. I hold it to the speaker and she reads it again for the tape. Record it. Record it properly this time."
narration.radio.decision.transcript,"The recorder. Dead: its cells are in the set. I heard it. I didn't capture it. I've done that before. I write it down, by hand, all of it."
narration.radio.mic.1,"This is Nadia Vesk. I'm on the island. Please respond. — Hiss."
narration.radio.mic.2,"Hello. — Hiss."
narration.radio.mic.3,"I heard you. — Hiss."
narration.radio.mic.4,"I know you're there. — Hiss."
narration.radio.mic.5,"Why aren't you answering."
# --- Phase 6: the Field Slate --------------------------------------------------
ui.hud.slate_open,Slate
ui.slate.tab.observed,OBSERVED
ui.slate.tab.people,PEOPLE
ui.slate.tab.unresolved,UNRESOLVED
ui.slate.empty,Nothing written here yet.
ui.slate.hint,TAP THE PAGE TO CLOSE
ui.slate.next,Next:
interactable.hull_line,Six Hulls
narration.marker.hull_line,"Six hulls, one line, forty metres off the break. Deliberate? Or I'm pattern-matching because I'm concussed. Check again when the light changes."
slate.observed.marker.hull_line,"SIX HULLS, ONE LINE"
interactable.hull_line_partial,Three Hulls
narration.remark.hull_line_partial,"Three of them. Try the far end."
narration.remark.hull_line_unprompted,"That trawler's stem is dead on the schooner's. I keep looking at it."
narration.remark.radio.wrote_down,"Whoever this was, they wrote down the ones that worked."
narration.remark.radio.reads_list.1,"Two-one-eight-two. Four-one-two-five. Six-two-one-five. Eight-two-nine-one. Twelve-five-ten... and then five, two, four, zero, which they've written like a phone number."
narration.remark.radio.reads_list.2,"Same units as everything above it, presumably. Kilohertz."
narration.remark.radio.sweep,"I'm going to leave it on and sweep it."
item.driftwood_dry,"Driftwood, Dry"
item.driftwood_wet,"Driftwood, Wet"
item.dry_grass,Dry Grass
item.poly_rope,Poly Rope
item.poly_fibre,Teased Fibre
item.chert_nodule,Chert Nodule
item.fibreglass_panel,Fibreglass Panel
item.kelp,Kelp
narration.item.driftwood_dry,"An armful from above the tide mark, bleached and light. It clicks when it knocks together. Dry."
narration.item.driftwood_wet,"An armful from below the mark. Dark, heavy, and it thuds. Wet through."
narration.item.dry_grass,"A nest of grass caught high in the rocks where the sun got at it. It will flare. It will not last."
narration.item.poly_rope,"Blue polypropylene, sun-rotted to felt. It crumbles in my fingers. Plastic, though. Plastic catches."
narration.item.poly_fibre,"Teased apart with the blade into a bird's nest of fibre. It will hold an ember. It will stink."
narration.item.chert_nodule,"Pale, banded, heavy for its size. Chert. On the spine of the multitool, it will throw sparks."
narration.item.fibreglass_panel,"Safety orange, a boat's hull panel. Stencilled on the inside face, half abraded: ...ELL HEAD 4. I turn it over, read it, and put it in the bag."
narration.item.kelp,"Black kelp, wet through. Not food. Not yet."
interactable.rock,Rock
interactable.fire_lee,The Hull's Lee
interactable.fire_open,Open Sand
narration.remark.fire.lee,"In the lee of the hull. The blown sand breaks around the wreck and lies still here. Out of the wind."
narration.remark.fire.open_a,"Open sand under the ribs. The wind takes everything laid here, and the sand streams past my boots."
narration.remark.fire.open_b,"Open sand on the wrack. The wind comes straight up the beach and nothing here stops it."
narration.remark.fire.holds,"It holds. The hull above me is a ceiling of orange and rust, and the wet sand mirrors it."
narration.fire.grass_laid,"Grass, laid in a hollow. It will go up like paper."
narration.fire.fibre_laid,"The fibre, teased into a nest, in a hollow. Tinder."
narration.fire.wood_stacked,"The dry wood, stacked to let the air in."
narration.fire.panel_placed,"The panel, wedged upright in the sand on the windward side. A wall. It'll do. It'll do badly."
narration.fire.grass_pointless,"The fibre is down already, and it is the better tinder. The grass can stay in the bag."
narration.fire.panel_pointless,"Out of the wind already. The panel can stay in the bag."
narration.fire.already_lit,"It's burning. Leave it be."
narration.fire.wet_wood,"It's wet through. Nothing lights that."
narration.fire.wood_drying,"The wet wood, laid by the fire where the air shimmers. Warm, not hot. Give it a minute or two."
narration.fire.wood_dried,"The wood by the fire has dried. It clicks now."
narration.fire.kelp,"Kelp doesn't burn. Kelp barely does anything."
narration.fire.no_spine,"Nothing to strike it on."
narration.fire.sparks_on_sand,"Sparks. Bright, fast, and onto sand. They need something to land in."
narration.fire.grass_flared,"Sparks, and the grass goes up all at once, a flare, and it's gone. Too quick."
narration.fire.ember_starved,"An ember, in the fibre. It glows, it holds, eight seconds, and dies for want of anything to give it."
narration.fire.blew_out,"It lights. It streams sideways, three seconds, and the wind puts it out like a slap."
narration.fire.lit,"The spark catches the fibre. Two seconds where it might not take, the ember creeping. Then it goes. The first warm colour since the bag. God. That's going to taste like that for a week."
narration.remark.rock.look,"Rock. Dark, glassy, everywhere. Basalt."
narration.remark.rock.knock,"A dull knock. Basalt. No chip."
narration.remark.rock.ring,"That rang. A bright ring, and a chip flies. Pale, banded. That's not basalt. That'll chip."
narration.remark.rock.not_basalt,"Basalt. Basalt. That's not basalt."
narration.remark.fire.spine,"Steel spine. So I need something harder than steel and dumber than me."
narration.remark.fire.chert,"There. Banded. That'll chip."
narration.remark.fire.grass_too_quick,"Grass is too quick. I need something that'll sulk."
narration.remark.fire.tears_rope,"The rope, torn apart in my hands into a nest of fibre. That'll sulk."
narration.remark.fire.wind,"It's the wind. It's not the tinder, it's the wind."
narration.remark.fire.carries_kit,"Enough. I carry the lot into the lee of the hull and set it down where the sand lies still."
slate.observed.mechanism.fire,FIRE
slate.observed.mechanism.fire.body,"Chert on the multitool's spine, sparks into teased rope, dry wood, and the lee of a hull. Ugly, and it holds. The sand mirrors it."
slate.observed.marker.hull_line.body,"Six wrecks along the beach, wildly different eras, half-buried at different angles. Stand at the near bow and they are on one straight line, forty metres off the break. Wrecks do not queue up. Somebody parked them."
slate.unresolved.six_hulls_one_line,"SIX HULLS, ONE LINE"
slate.unresolved.six_hulls_one_line.body,"Deliberate? A breakwater? Or I'm pattern-matching because I'm concussed. Check again when the light changes."
slate.observed.marker.rib_stone,STANDING STONE
slate.observed.marker.rib_stone.body,"Set upright, faced to the water. Not fallen there. Placed, by someone who wanted it seen from a boat."
slate.observed.discovery.brass_tag,"BOOTS, PAIRED. BRASS TAG."
slate.observed.discovery.brass_tag.body,"Wired to the net drum. Stamped 11.04.97 and two initials. Someone serviced this. Who re-wicks a lantern on an island with nobody on it?"
slate.observed.marker.aqueduct_cut,THE CUT WALL
slate.observed.marker.aqueduct_cut.body,"Dressed stone, cut to carry water, older than anything that should be here. The channel below it is dry."
slate.observed.discovery.waterlogged_reel,QUARTER-INCH TAPE
slate.observed.discovery.waterlogged_reel.body,"Waterlogged, spooled loose. Something recorded down here, and meant to keep it. It will not play as found."
slate.observed.mechanism.channel_sluice,THE SLUICE
slate.observed.mechanism.channel_sluice.body,"Three turns and it gave. Water found the channel before the gate was fully open, as if it had been waiting."
slate.observed.mechanism.tape_deck,THE DECK
slate.observed.mechanism.tape_deck.body,"Wired into the wall, and powered. A woman counting. Not numbers: pressures, read aloud, one every hour, for as long as the tape runs."
slate.observed.radio.found,A RADIO
slate.observed.radio.found.body,"A 1970s marine set on a crate, under canvas, inside a hull somebody cut a door into. Clean. Eleven brass tags on eleven nails beside it; the newest is three weeks old."
slate.observed.radio.working,THE SET WORKS
slate.observed.radio.working.body,"Torch cells, a scraped terminal, a spring for a fuse. Inside the battery door, scratched with a knife: THE SET WORKS. THE ISLAND DOESN'T. — T.R."
slate.observed.radio.working_recorder,THE SET WORKS
slate.observed.radio.working_recorder.body,"The recorder's cells. Nine per cent, gone. Inside the battery door, scratched with a knife: THE SET WORKS. THE ISLAND DOESN'T. — T.R."
slate.observed.radio.hull_thump,8.291 — THE HULL
slate.observed.radio.hull_thump.body,"A slow hollow thump, eleven minutes apart. Not radio. The hull, through a loose gland. There is a note in this hull."
slate.observed.radio.bulletin,12.510 — WEATHER
slate.observed.radio.bulletin.body,"Portuguese. A forecast for a sea area nine hundred kilometres from here. The set works. Nobody is looking."
slate.observed.radio.the_voice,5.240 — THE TRANSMISSION
slate.observed.radio.the_voice.body,"Recorded. 'Tide table corrected for the twelfth. Gate two, ballast at four. Gate three, ballast at four. Gate four is stiff again. Lantern seven replaced. Bridge two re-roped. Day eleven thousand, five hundred and ninety-one. No vessel.'"
slate.observed.radio.the_voice_transcript,5.240 — THE TRANSMISSION
slate.observed.radio.the_voice_transcript.body,"TRANSCRIPT — NO AUDIO. I heard it. I didn't capture it. I've done that before. 'Tide table corrected for the twelfth. Gate two, ballast at four. Gate four is stiff again. Day eleven thousand, five hundred and ninety-one. No vessel.'"
slate.people.someone,SOMEONE
slate.people.someone.body,"Services equipment. Keeps batteries separately. Keeps a frequency list. Competent, and current."
slate.people.tr,T.R.
slate.people.tr.body,"Initials only. Scratched inside a battery door, not stamped: IF YOU ARE READING THIS I AM PROBABLY DEAD."
slate.people.the_voice,THE VOICE
slate.people.the_voice.body,"Female, 60s. Local carrier. Day 11,591. Reads a maintenance list. Does not answer."
slate.unresolved.who_rewicks_a_lantern,WHO RE-WICKS A LANTERN
slate.unresolved.who_rewicks_a_lantern.body,"On an island with nobody on it."
slate.unresolved.who_keeps_the_mains_alive,WHO KEEPS THE MAINS ALIVE
slate.unresolved.who_keeps_the_mains_alive.body,"The deck is powered. Something out here still has a supply, and somebody still maintains it."
slate.unresolved.what_are_the_gates,WHAT ARE THE GATES
slate.unresolved.what_are_the_gates.body,"Gate two, gate three, gate four. Ballast at four. She checks them like a tide table."
slate.unresolved.why_wont_she_answer,WHY WON'T SHE ANSWER
slate.unresolved.why_wont_she_answer.body,"She is close. She is on a schedule. She has been here since I was ten. Doing what?"
interactable.boot_print,Boot Print
narration.marker.boot_print,"A boot print in the dried mud above the tide line, going up. One heel worn far more than the other. I have seen that heel."
slate.observed.marker.boot_print,A BOOT PRINT
slate.observed.marker.boot_print.body,"Dried mud above the tide line, going inland. Size 44, the same worn heel as the boots. Whoever paired them walked away from them, uphill."
interactable.leg_band,Cormorant Leg Band
narration.marker.leg_band,"A dead cormorant. Not food, not comment. But there is a ring on its leg: a number, RETURN TO, and an address. Somebody, somewhere, was counting these."
slate.observed.marker.leg_band,A RINGED BIRD
slate.observed.marker.leg_band.body,"A cormorant on the wrack with a numbered ring on its leg. The scheme is real and the address is on the mainland. Something here is still on somebody's list."
interactable.tide_mark,Chalked Tide Mark
narration.marker.tide_mark,"Chalk lines on the plate, one above another, a date beside each. Where the water reached. The newest is the highest, and it is this year."
slate.observed.marker.tide_mark,THE TIDE MARKS
slate.observed.marker.tide_mark.body,"Chalk on the trawler's plate: where the water reached, dated, for years. The highest line is the newest. Somebody stands here with chalk after every big tide."
interactable.oxy_slag,Cut Slag
narration.marker.oxy_slag,"Beads of slag in the sand under the doorway. That door was not rusted out. It was cut, with gas, by somebody who brought gas."
slate.observed.marker.oxy_slag,SLAG UNDER THE DOOR
slate.observed.marker.oxy_slag.body,"Oxy-cut beads in the sand. The door in the trawler's flank was made on purpose, with equipment carried here for the job."
interactable.broom_arc,Broom Arc
narration.marker.broom_arc,"An arc in the sand inside the door, the width of a broom. Somebody sweeps this. Nobody sweeps a wreck."
slate.observed.marker.broom_arc,A SWEPT FLOOR
slate.observed.marker.broom_arc.body,"A broom's arc in the sand inside the trawler. Swept, and recently: the drift has not come back over it."
interactable.canvas_square,Canvas Square
narration.marker.canvas_square,"A square of canvas, folded, that was over the set. Dry underneath. Covered. Not dumped."
slate.observed.marker.canvas_square,"COVERED, NOT DUMPED"
slate.observed.marker.canvas_square.body,"The canvas over the radio was folded to shed water and the set under it was dry. Nobody covers a thing they have finished with."
interactable.cut_vine,The Cut Vine
narration.marker.cut_vine,"A clean, angled cut. One stroke, with weight behind it. The cut face is pale green and wet: not blackened, not healed. That's this week."
slate.observed.marker.cut_vine,THE CUT VINE
slate.observed.marker.cut_vine.body,"The vine across the gully mouth, cut with one stroke of a heavy blade. The cut face is wet. Days old, not decades. The only way inland, and somebody has just used it."
slate.unresolved.who_cut_the_vine,WHO CUT THE VINE
slate.unresolved.who_cut_the_vine.body,"That's this week. Somebody with a blade went in ahead of me, and the only way off this beach is after them."
interactable.chalk_frequency,Chalk on the Plate
narration.marker.chalk_frequency,"In chalk, on the plate beside the crate, half rained off and only there at all in this light: 5240. Under it a tally of five-bar gates, dozens, faded to almost nothing. Somebody counted the times they got through."
slate.observed.marker.chalk_frequency,5240 IN CHALK
slate.observed.marker.chalk_frequency.body,"On the trawler's plate, by firelight: 5240, and a tally of five-bar gates below it, dozens deep. The same number as the list, kept where a hand could reach it in the dark."
narration.radio.fixed.fuse_cord,"The mic's curly cord: a loop of it stripped bare with the blade and bent across the holder. That is not a fuse either. The mic still keys. It is a long cord."
slate.observed.radio.working_cord,THE SET WORKS
slate.observed.radio.working_cord.body,"Torch cells, a scraped terminal, a bare loop of the mic cord across the fuse holder. Inside the battery door, scratched with a knife: THE SET WORKS. THE ISLAND DOESN'T. — T.R."
slate.observed.radio.working_recorder_cord,THE SET WORKS
slate.observed.radio.working_recorder_cord.body,"The recorder's cells. Nine per cent, gone. A bare loop of the mic cord across the fuse holder. Inside the battery door, scratched with a knife: THE SET WORKS. THE ISLAND DOESN'T. — T.R."
